headline,article,date
Delhi's positivity rate fell to 8.5% in last 3 weeks: Minister,"Stating that the coronavirus positivity rate in Delhi has fallen to 8.5% in the last three weeks, Health Minister Satyendar Jain on Thursday said, ""A vaccine will hopefully soon be out."" Jain added that schools will not be reopened in the national capital until the government is completely assured of the situation being under control.","26 Nov 2020,Thursday"
Record-breaking progress made in COVID-19 vaccine development: Biden,"US President-elect Joe Biden said, ""There's been significant record-breaking progress made recently in developing a vaccine [COVID-19] and several of these vaccines look extraordinarily effective."" He added the US is on track to begin immunisation against COVID-19 by late December or early January. America will put in place a distribution plan to get entire country immunised, Biden further said.","26 Nov 2020,Thursday"
Canadians will have to wait for COVID-19 vaccines: PM Trudeau,"Canadian PM Justin Trudeau has said that Canadians would have to wait for COVID-19 vaccines as the first ones will likely be distributed in the countries where they're produced. He added that Canada didn't have mass vaccine-production facilities like the UK, US and Germany. ""We're expecting to start receiving doses in the first few months of 2021,"" he further said.","25 Nov 2020,Wednesday"
K'taka govt has started prep for COVID-19 vaccine delivery: K Sudhakar,"Karnataka government has initiated measures for delivery, distribution and administration of COVID-19 vaccine, state Health Minister Dr K Sudhakar said on Tuesday. The State Task Force on COVID-19 recently met and reviewed preparations for vaccine storage and delivery, he said. State government has identified 29,451 vaccination sites and 10,008 vaccinators, he added.","24 Nov 2020,Tuesday"
COVID-19 situation in Bengal under control: Mamata tells PM Modi,"COVID-19 situation in West Bengal is under control and the state is tackling the pandemic situation well, West Bengal CM Mamata Banerjee told PM Narendra Modi during a video conference on Tuesday, according to a senior government official. ""The chief minister has assured the PM of full cooperation when it comes to the vaccine and its distribution,"" the official added.","24 Nov 2020,Tuesday"
Priority to healthcare workers when COVID-19 vaccine rolls out: H'yana CM,"Haryana CM Manohar Lal Khattar on Tuesday said that the state will prioritise healthcare workers for the COVID-19 vaccine once it is rolled out. ""We have been told to make a strategy to make the vaccine available to the general public. It is not possible to give vaccines to all at once,"" Khattar added.","24 Nov 2020,Tuesday"
Formed task force for distribution of COVID-19 vaccine: Uddhav to PM,"Maharashtra CM Uddhav Thackeray has said the state has formed a task force to ensure distribution of coronavirus vaccine and to execute the vaccination programme. At a virtual meeting of Chief Ministers with PM Narendra Modi, Thackeray said the state is in touch with Adar Poonawalla, the CEO of Serum Institute of India, the India partner of the Oxford-AstraZeneca vaccine.","24 Nov 2020,Tuesday"
Safety as important as speed: PM Modi to states on COVID-19 vaccine,"Prime Minister Narendra Modi discussed COVID-19 vaccine distribution and reviewed the situation, in a meeting with Chief Ministers on Tuesday. ""Safety is as important as speed for us,"" said PM Modi during the meeting, adding that whichever vaccine India will administer to its citizens will meet all scientific standards. Vaccine distribution strategy will be chalked out with states, PM said.","24 Nov 2020,Tuesday"
Russia's Sputnik V COVID-19 vaccine to cost less than $10 per dose,"The Sputnik V COVID-19 vaccine is administered in two shots, each of which will cost less than $10 per dose in international markets, Kirill Dmitriev, Russian Direct Investment Fund's CEO said. ""Sputnik V will be two or more times cheaper than mRNA vaccines with similar efficacy levels,"" he added. The vaccination for Russian citizens will be free of charge. ","24 Nov 2020,Tuesday"
Russia's Sputnik V COVID-19 vaccine is 95% effective 42 days after 1st dose,"A second interim analysis of clinical trial data showed that Sputnik V vaccine was 91.4% effective on day 28 after the first dose and above 95% effective 42 days after the first dose, its developers said on Tuesday. The new clinical trial data was based on 39 confirmed cases and 18,794 patients who got both shots. ","24 Nov 2020,Tuesday"
States must start working on cold storage facilities for COVID vaccine: PM,Prime Minister Narendra Modi held a meeting with the Chief Ministers of several states and Union Territories on Tuesday to review COVID-19 situation where he asked them to start working on cold storage facilities for coronavirus vaccine. PM Modi stated that whichever vaccine India will administer to its citizens will be safe on all scientific standards. ,"24 Nov 2020,Tuesday"
"Mumbai firm offers ₹1.7L US 'vaccine tourism' package, message viral","A Mumbai-based travel operator is offering a ₹1.75-lakh 'vaccine tourism' package for those wishing to travel to the US for a COVID-19 vaccine. Its promotional WhatsApp message with details of the package, which includes a vaccine shot, has gone viral. The company said it's not procuring/holding any vaccine and everything will be done as per official US government permissions.","24 Nov 2020,Tuesday"
COVID-19 vaccination will be required in order to board flights: Qantas,"International air travellers in the future will require to get vaccinated against coronavirus to board Qantas flights, the Australian airline's chief Alan Joyce has said. The move would become ""a necessity"" when vaccines are available, he added. He further stated that he was discussing about the possibility of a ""vaccination passport"" for overseas travellers with other airlines around the world.","24 Nov 2020,Tuesday"
Adityanath directs officials to prepare for COVID-19 vaccination,"Uttar Pradesh CM Yogi Adityanath has directed officials to make arrangements for the administration of the COVID-19 vaccine to people in an ""organised and time-bound manner"". ""A strong arrangement of the cold chain for vaccine preservation should be ensured in all districts by December 15,"" he said. He also asked to ensure adequate availability of the vaccinators, a spokesperson said.","24 Nov 2020,Tuesday"
How did a dosing error lead to Oxford vaccine's 90% effectiveness?,"Oxford University's COVID-19 vaccine reached 90% efficacy by accident after some trial participants mistakenly got half dose in the first shot. Researchers administered the second, full dose booster shot at the scheduled time for these participants, who experienced milder side effects than expected. The efficacy was 62% in the group who received two full doses as per the original plan.","24 Nov 2020,Tuesday"
India 1st priority for COVID-19 vaccine delivery: Serum Institute,"Serum Institute of India CEO Adar Poonawalla on Monday stated that India will be given first priority for the delivery of the AstraZeneca Oxford vaccine, adding, ""It's very important we take care of our country first."" Poonawalla stated that Serum should produce at least 100 million doses by January, of which about 90% would be sold to the Indian government.","24 Nov 2020,Tuesday"
Poorest must not be trampled in stampede for COVID-19 vaccines: WHO,"The world's poorest and most vulnerable mustn't be ""trampled in the stampede"" for COVID-19 vaccines, World Health Organization chief Tedros Adhanom Ghebreyesus said on Monday. He added that the vaccines should be distributed fairly. ""The real question is not whether the world can afford to share COVID-19 vaccines and other tools; it's whether it can afford not to,"" Tedros said.","24 Nov 2020,Tuesday"
Escape route from coronavirus in sight: UK PM  Boris Johnson,"UK Prime Minister Boris Johnson on Monday said the ""escape route"" from coronavirus was in sight as he announced that strict measures in England wouldn't continue beyond December 2. ""The breakthroughs in treatment, in testing vaccines, mean that the scientific cavalry is now in sight,"" he added. However, Johnson warned that the virus wouldn't ""grant a Christmas truce"".","24 Nov 2020,Tuesday"
S Arabia to offer COVID-19 vaccines to all residents for free: Report,"Saudi Arabia's Health Ministry on Monday said that the government will provide COVID-19 vaccines to all residents for free, state media reported. The ministry hopes to have enough vaccines to cover 70% of the country's population by the end of 2021, it added. Saudi Arabia has reported over 3.55 lakh coronavirus cases, according to Johns Hopkins University tracker.","23 Nov 2020,Monday"
"PM to discuss COVID-19 situation, vaccine distribution with CMs tomorrow","PM Narendra Modi is likely to hold virtual meetings with CMs and other representatives of states and UTs on Tuesday to review COVID-19 situation and discuss vaccine distribution strategy. PM Modi will likely hold two meetings, one of which will be with CMs of states with high COVID-19 caseloads- Haryana, Delhi, Rajasthan, Gujarat, Maharashtra, Chhattisgarh, West Bengal and Kerala.","23 Nov 2020,Monday"
Delighted to hear that: Adar after Oxford says vaccine up to 90% effective,"After data showed that Oxford University's COVID-19 vaccine can be up to 90% effective, Serum Institute of India CEO Adar Poonawalla said, ""I am delighted to hear that"". The world's largest vaccine producer, Serum Institute has already made 4 crore doses of Oxford's vaccine. Poonawalla said it is a ""low-cost, logistically manageable"" vaccine that will soon be widely available.","23 Nov 2020,Monday"
Bharat Biotech says COVAXIN will have at least 60% effectiveness,"Bharat Biotech announced on Sunday that its COVID-19 vaccine candidate COVAXIN will be at least 60% effective based on earlier trial results. Bharat Biotech's President of Quality Operations Sai D Prasad said, ""WHO, US Food and Drug Administration, and CDSCO only approve a respiratory disease vaccine if it is at least 50% effective.""","23 Nov 2020,Monday"
"Oxford COVID-19 vaccine 70% effective, being made in India by Serum Institute","Oxford University, in collaboration with AstraZeneca, announced interim trial data from its Phase III trials that show its candidate vaccine is 70.4% effective when combining data from two dosing regimens. ""There were no hospitalised or severe cases in anyone who received it,"" it said. Serum Institute of India partnered with AstraZeneca to support Oxford University's efforts for a vaccine.","23 Nov 2020,Monday"
Local COVID-19 vaccine trials could end in 2 months: Health Min,"Union Health Minister Harsh Vardhan has said a homemade COVID-19 vaccine candidate could complete its final trials in a month or two. ""We're in the process of developing our indigenous vaccines,"" he further said, adding that Centre's plan is to immunise 200-250 million Indians by July 2021. Notably, Bharat Biotech and ICMR began Phase-3 human trials of COVAXIN this month.","23 Nov 2020,Monday"
US COVID-19 vaccinations could start by Dec 11: Vaccine programme head,"The US could start vaccinating Americans for coronavirus by December 11, the country's COVID-19 vaccine programme head Moncef Slaoui said. The US government plans to vaccinate 2 crore Americans in December, he added. Around 70% of the US population needs to be immunised for ""things to return to normal"", which should be around May, he further said.","22 Nov 2020,Sunday"
"China, Pak support India's call for patent-free COVID-19 vaccines at WTO","India's move at the WTO seeking exemption for COVID-19 vaccines from patent protections received support from China and Pakistan, but was opposed by the US, UK, Canada, Japan and the EU. The proposal was presented jointly by India and South Africa. A final decision on the proposal will be taken by the WTO General Council on December 17.","22 Nov 2020,Sunday"
"Moderna to charge ₹1,850-₹2,740 per dose for its '94.5% effective' vaccine","Moderna will charge governments between $25 and $37 (₹1,850 and ₹2,740) per dose of its COVID-19 vaccine candidate, depending on the amount ordered, CEO Stéphane Bancel has said. ""Our vaccine, therefore, costs about the same as a flu shot, which is between $10 and $50,"" he added. Moderna vaccine was 94.5% effective based on interim data from a late-stage trial.","22 Nov 2020,Sunday"
Bharat Biotech confirms adverse event in COVAXIN Phase 1 trial,"Bharat Biotech has confirmed that its potential COVID-19 vaccine COVAXIN reported an adverse event during the Phase 1 clinical trials in August. ""The adverse event was investigated thoroughly and determined as not vaccine-related,"" Bharat Biotech said in a statement. As per reports, the adverse event occurred in a 35-year-old participant with no co-morbidities who was hospitalised. ","21 Nov 2020,Saturday"
Must work for equitable access to COVID-19 vaccines: Saudi King at G20,"In his opening remarks at the G20 Summit, Saudi Arabia's King Salman bin Abdulaziz Al Saud said leaders must work to create conditions ""for affordable and equitable access"" to COVID-19 vaccines and other tools. ""We have a duty to rise to the challenge together during this summit,"" he added. Saudi Arabia is the first Arab nation to host the summit.","21 Nov 2020,Saturday"
Punjab ready to help Delhi in fight against COVID-19: Punjab CM,"Punjab Chief Minister Captain Amarinder Singh on Saturday, while speaking about COVID-19, said, ""Delhi is fighting a tough battle, and we are there to help if needed. I have said that earlier also."" He appreciated the healthcare and frontline workers of Punjab for how they handled the pandemic in the state. ""Mask is the vaccine,"" he added.","21 Nov 2020,Saturday"
Pfizer & BioNTech apply for COVID-19 vaccine emergency use in US,"Pfizer and German partner BioNTech have applied for Emergency Use Authorisation (EUA) from the US Food and Drug Administration (FDA) for their COVID-19 vaccine candidate. This is the first COVID-19 vaccine to seek regulatory clearance in the US. During the Phase 3 clinical trial, the vaccine was found to be 95% effective in preventing COVID-19 with no major safety concerns.","21 Nov 2020,Saturday"
PM Modi holds meet to review COVID-19 vaccination strategy ,"Prime Minister Narendra Modi on Friday tweeted that he had held a virtual meeting to review India's vaccination strategy amid the COVID-19 pandemic. Following the meeting, PM Modi tweeted, ""Important issues related to progress of vaccine development, regulatory approvals and procurement were discussed.""","21 Nov 2020,Saturday"
Big Pharma ran millions of dollars of negative ads against me: Trump,"US President Donald Trump on Friday alleged that ""Big Pharma ran millions of dollars of negative advertisements"" against him during the election campaign. He also accused ""Pfizer and others"" of delaying their potential COVID-19 vaccine to stop his re-election. Trump further said that the country wouldn't have a COVID-19 vaccine for another four years if it wasn't for him. ","21 Nov 2020,Saturday"
Recent COVID-19 vaccine breakthroughs offer a ray of hope: UN Chief,"UN Secretary-General Antonio Guterres on Friday said that ""the recent breakthroughs on COVID-19 vaccines offer a ray of hope."" He added that the coronavirus vaccine should be made accessible and affordable to everyone, everywhere in the world. ""This is not a 'do-good' exercise. It is the only way to stop the pandemic dead in its tracks,"" he further said. ","21 Nov 2020,Saturday"
3rd phase of COVAXIN human trials begin in Odisha's IMS & SUM Hospital,"Third phase human trials of COVID-19 vaccine candidate COVAXIN began at Institute of Medical Sciences (IMS) and SUM Hospital, Odisha, on Friday. Two recruits were administered with COVAXIN at the hospital's Preventive and Therapeutic Clinical Trial Unit (PTCTU). Notably, IMS & SUM Hospital is the only institute in Odisha selected by ICMR for conducting human trials of the vaccine candidate.","21 Nov 2020,Saturday"
Study that says COVID-19 reinfection unlikely for 6 months is good news: WHO,"WHO's emergencies head Dr Mike Ryan has said it is ""really good news to see that we're seeing sustained levels of immune response in humans"". This comes after a British study found that people who have had COVID-19 are unlikely to contract it again for at least six months. ""It also gives us hope on the vaccine side,"" Ryan added.","20 Nov 2020,Friday"
How effective are the top COVID-19 vaccines?,The makers of Pfizer-BioNTech coronavirus vaccine has said that it has shown 95% effectiveness in the last-stage trials. American biotechnology company Moderna announced its vaccine was 94.5% effective based on interim data from late-stage clinical trial. The Oxford vaccine candidate triggered a robust immune response in adults aged 56-69 and over 70 according to phase 2 clinical trial results.,"20 Nov 2020,Friday"
Italy to begin Pfizer coronavirus vaccination in January: Official,"Italy will receive 3.4 million doses of the Pfizer COVID-19 vaccine in January through the European Union's purchase programme, Italy's special commissioner for the virus emergency Domenico Arcuri said on Thursday. The doses will be enough to vaccinate 1.6 million in Italy, he added. Elderly and individuals with the most risk of exposure will be prioritised for vaccination, he said. ","20 Nov 2020,Friday"
"Pfizer, Moderna's vaccine development speed didn't compromise safety: Fauci","America's top infectious disease expert Anthony Fauci on Thursday said the data of the two coronavirus vaccines being tested by Pfizer and Moderna was ""solid"". He added that the speed of the process didn't compromise the ""safety nor did it compromise scientific integrity"". Moderna said that its vaccine is 94.5% effective, while Pfizer said that its vaccine is 95% effective.","20 Nov 2020,Friday"
Trump’s vaccine team has no plans to brief Biden’s team: US Senator,"US President Donald Trump's COVID-19 vaccine distribution team hasn't ""briefed anyone on President-elect Biden's team and have no plans to do so"", Democratic Senator Chris Murphy said following a White House conference call on Thursday. ""This is potentially catastrophic,"" he added. Trump team's unwillingness risks Biden's team not being ready to implement COVID-19 plan on day one, Murphy said.","20 Nov 2020,Friday"
China's COVID-19 vaccine administered to 10L under emergency use,"A COVID-19 vaccine developed by Chinese state-owned pharmaceutical company Sinopharm has been administered to about 10 lakh people under the government's emergency use scheme, Chairman Liu Jingzhen said. No serious adverse reaction has been reported from those who received the vaccine, he added. Only a few people have reported mild COVID-19 symptoms so far, he further said.","19 Nov 2020,Thursday"
"Vaccine not a silver bullet, people will still need to wear masks: Moderna CEO","Moderna's CEO Stephane Bancel said a vaccine against coronavirus is ""not a silver bullet"" for the pandemic and people will still need to follow measures like wearing masks. Interim data from a late-stage trial showed Moderna's vaccine is 94.5% effective in preventing COVID-19. Bancel said vaccine trial was on track for getting final results in a week or so.","19 Nov 2020,Thursday"
General public will have to pay ₹500-600 for Oxford vaccine: Adar Poonawalla,"Serum Institute of India CEO Adar Poonawalla today said that the Indian government will get the Oxford vaccine at a ""much cheaper rate"" and added that it'll be available at ₹500-600 to the general public in India.  ""After UK government clears Oxford vaccine for emergency authorisation, we will apply for it too. It will take some time,"" he further said.","19 Nov 2020,Thursday"
"Pregnant women, elderly, health workers to get COVID vaccine first: Odisha CM","Odisha CM Naveen Patnaik has announced that once the COVID-19 vaccine is available, it will be provided to pregnant women, people above 60 years of age and frontline health workers on priority. The state government has started preparing a database of frontline workers including the health workers, Anganwadi and ASHA workers for initiation of the vaccination programme. ","19 Nov 2020,Thursday"
COVID-19 mink mutations discovered in humans in 7 countries,"Denmark, the Netherlands, South Africa, Switzerland, the Faroe Islands, Russia and the US have reported mink-related novel coronavirus mutations in humans, according to new scientific analysis. Most of the cases were recorded in Denmark. Denmark launched a nationwide cull of its farmed mink after scientists said that a new strain among them posed a potential threat to COVID-19 vaccine efficacy.","19 Nov 2020,Thursday"
Oxford vaccine may better fit India than Pfizer or Moderna's: Vaccine scientist,"Vaccine scientist Gagandeep Kang has said Oxford University's COVID-19 vaccine may be a better fit for India than the ones being developed by Pfizer or Moderna. She said India doesn't have ultra-cold storage facilities to store and transport Pfizer's vaccine at -70 to -80°C. Moderna's vaccine at its present price of $32-37 per dose is unaffordable for India, Kang added.","19 Nov 2020,Thursday"
WhatsApp message claiming Corona Vaccine has been launched in India fake: Govt,A WhatsApp forward claiming that a 'Corona Vaccine' has been launched in India and people have to register for it by downloading a 'Vaccine App' has gone viral. The government has clarified that the claim is fake and that no coronavirus vaccine has been launched in India yet. It further said that the app has also not been launched.,"18 Nov 2020,Wednesday"
YouTube to add link on COVID-19 vaccines to fight misinformation,"YouTube on Tuesday said that in an effort to combat misinformation related to the coronavirus pandemic, it'll be adding a link to provide information on the development of COVID-19 vaccines. Users will be directed to authoritative information from third-party sources like the WHO, it said. YouTube had earlier said it would remove videos containing misinformation related to COVID-19 vaccines.","18 Nov 2020,Wednesday"
"Our COVID-19 vaccine 95% effective, has no serious safety concerns: Pfizer","America's Pfizer said final results from late-stage trial of its COVID-19 vaccine, developed with Germany's BioNTech SE, show it was 95% effective with no major side effects. Pfizer has the required two-months of safety data and would apply for emergency US authorisation within days. The final analysis comes a week after initial results showed the vaccine was over 90% effective.
","18 Nov 2020,Wednesday"
Protein-based COVID-19 vaccine candidates more suitable for India: Scientist,"Talking about vaccine storage conditions, Satyajit Rath from the National Institute of Immunology (NII) said that India should be looking at protein-based vaccine candidates, such as the Novavax or the Sanofi candidates, as well as other efforts in India. He added that mRNA, DNA and viral vector-based vaccines in comparison are generally likely to need much lower temperature storage conditions.","18 Nov 2020,Wednesday"
Pakistan allots $100 mn for COVID-19 vaccine procurement: Reports,"Pakistan on Wednesday set aside $100 million for advance payment to procure COVID-19 vaccine amid rising coronavirus cases, according to reports. Health practitioners and senior citizens will reportedly have priority with the initial purchase. The Ministry of National Health Services is in talks with many companies for the vaccine, Dr Asad Hafeez, Chairman of the National Vaccine Committee, said.","18 Nov 2020,Wednesday"
Haryana Minister offers to be 1st volunteer for COVAXIN's 3rd phase trials,"Haryana Health Minister Anil Vij on Wednesday tweeted that third phase trials of Bharat Biotech's coronavirus vaccine candidate COVAXIN will begin in the state on November 20, and added, ""I have offered myself as the first volunteer to get vaccinated."" Bharat Biotech, which is developing COVAXIN in collaboration with ICMR, plans to enrol 26,000 participants in the third phase trials.","18 Nov 2020,Wednesday"
Very close to applying for US emergency approval of vaccine: Pfizer CEO,"Pfizer CEO Albert Bourla told medical news site STAT that they are ""very close"" to applying for an emergency use approval for its COVID-19 vaccine after collecting safety data to submit to US regulators. Pfizer had last week announced the vaccine it had co-developed with Germany's BioNTech was more than 90% effective after the second dose.","18 Nov 2020,Wednesday"
Serum Institute's Adar Poonawalla defines what makes a 'good vaccine',"Serum Institute of India CEO Adar Poonawalla took to Twitter to offer his definition of a 'good vaccine'. He said a good vaccine has four attributes. It has to be safe, it should offer long-term protection against the disease, it can be transported and stored at a manageable temperature, and it should be affordable to all of humanity, he wrote.","18 Nov 2020,Wednesday"
China prepared to cooperate with India on COVID-19 vaccine: Prez Xi,"Chinese President Xi Jinping said on Tuesday that China is prepared to cooperate with India on coronavirus vaccine. Chinese companies are working with Russian and Brazilian partners on phase-III clinical trials of vaccines, he added. China will work with other BRICS countries to advance collective vaccine research and trials, set up plants and recognise each other's standards, he further said. ","18 Nov 2020,Wednesday"
World shouldn't be complacent after COVID-19 vaccine news: WHO,"The WHO has urged people across the world not to be complacent in dealing with coronavirus pandemic despite receiving encouraging news about COVID-19 vaccines. ""We're extremely concerned by the surge in cases we're seeing in...Europe and...Americas,"" it added. Moderna announced its experimental vaccine was 94.5% effective in preventing COVID-19, while Pfizer said its vaccine is over 90% effective.","17 Nov 2020,Tuesday"
Russian Minister denies Microsoft's claims of hackers attacking pharmas,"Russia has denied Microsoft's claims that pharmaceutical companies developing coronavirus vaccines were targetted by Russian state-backed hackers. It has become ""politically fashionable"" to blame us for cyberattacks, Russian Deputy Foreign Minister Sergey Ryabkov said. Russia itself has become a target of foreign hackers, he claimed, adding that US and Russia should let experts look into this.","17 Nov 2020,Tuesday"
" India, China may start producing Russia's Sputnik V vaccine: Putin","India and China may start producing Russia's Sputnik V vaccine against coronavirus, Russian President Vladimir Putin said on Tuesday. Putin also proposed that the creation of a vaccine research centre for BRICS countries be sped up. The Sputnik V vaccine has arrived in India after Dr Reddy's Laboratories got approval to conduct late-stage trials of the vaccine.","17 Nov 2020,Tuesday"
Moderna COVID-19 vaccine results stunningly impressive: Fauci,"America's top infectious disease expert Anthony Fauci has said Moderna's COVID-19 vaccine's 94.5% efficacy ""is stunningly impressive"". ""I must admit that I would have been satisfied with 70 or at the most 75% efficacy,"" he added. He further said the findings are a validation of mRNA technology that uses messenger RNA molecules that tell body's cells what proteins to build.","17 Nov 2020,Tuesday"
Pfizer shares drop 4.5% as Moderna says its vaccine can be stored in fridge,"Pfizer’s shares fell as much as 4.5% on Monday after rival Moderna said its experimental COVID-19 vaccine, which is 94.5% effective, can be stored at normal fridge temperatures of 2-8°C for 30 days and for up to 6 months at -20°C. Pfizer’s vaccine, which is over 90% effective, must be stored at -70°C. Moderna’s stock jumped 10% on the news.","17 Nov 2020,Tuesday"
US dollar may fall 20% next year due to vaccine rollout: Citibank,"The US dollar could weaken as much as 20% next year if COVID-19 vaccines become widely distributed and help to revive global economic growth, Citibank said on Monday. The dollar has fallen about 10% from its peak in March against a basket of six major currencies. Moderna on Monday said its experimental vaccine was 94.5% effective in preventing COVID-19.","17 Nov 2020,Tuesday"
We'll get COVID-19 under control by listening to experts: Harris,"US Vice President-elect Kamala Harris said the Biden administration will curb the effect of coronavirus pandemic in the country by listening to the experts. She added that the administration will also implement ""nationwide testing and tracing"" and ensure ""vaccines are safe and free for all"". This comes as American biotechnology company Moderna announced its potential vaccine is 94.5% effective.","17 Nov 2020,Tuesday"
EU to buy 405 mn doses of CureVac's potential COVID-19 vaccine,The European Union (EU) on Monday entered into an agreement with German biopharmaceutical firm CureVac to procure up to 405 million doses of its potential coronavirus vaccine. This deal takes the total potential vaccines secured by the EU to nearly 2 billion doses. CureVac had earlier claimed its vaccine can remain stable at 5°C for at least three months.,"16 Nov 2020,Monday"
How does Moderna's COVID-19 vaccine candidate compare to Pfizer's?,"Moderna's initial results of late-stage trial show its COVID-19 vaccine is 94.5% effective. Pfizer last week said its COVID-19 vaccine is more than 90% effective, citing an initial analysis of its late-stage trial. While Moderna's vaccine can be stored at normal fridge temperatures of 2-8°C for 30 days, Pfizer's vaccine can be stored at 2-8°C for five days.","16 Nov 2020,Monday"
Great discoveries on my watch: Trump on Moderna's 94.5% effective vaccine,"US President Donald Trump on Monday took credit for American biotechnology company Moderna's COVID-19 vaccine's 94.5% efficacy. ""Another vaccine just announced. This time by Moderna, 95% effective. For those great 'historians', please remember that these great discoveries, which will end the China Plague, all took place on my watch,"" he tweeted. Hours ago, he also tweeted, ""I WON THE ELECTION!""
","16 Nov 2020,Monday"
Moderna's early data shows its COVID-19 vaccine is 94.5% effective,"American biotechnology company Moderna on Monday announced its experimental vaccine was 94.5% effective in preventing COVID-19 based on interim data from a late-stage clinical trial. Moderna's interim analysis was based on 95 infections among trial participants who received either a placebo or the vaccine. Among those, only five infections occurred in those who received the vaccine.","16 Nov 2020,Monday"
Vaccine will not be enough to end COVID-19 pandemic: WHO chief,"The WHO's Director-General Tedros Adhanom on Monday said a vaccine would not by itself stop the coronavirus pandemic. ""A vaccine will complement other tools we have, not replace them. A vaccine on its own won't end the pandemic,"" Tedros said. He also said the supplies of vaccine would initially be restricted with health workers, older people and other at-risk populations.","16 Nov 2020,Monday"
Bharat Biotech's COVID-19 vaccine 'COVAXIN' enters phase-3 trials,"Bharat Biotech Chairman and Managing Director, Dr Krishna Ella, on Monday, said that its coronavirus vaccine candidate, COVAXIN, has entered phase-3 trials with 26,000 participants after receiving approval from the Drugs Controller General of India. Biotech is working on another coronavirus vaccine, in the form of nasal drops, which can be expected to reach people by next year, he added.","16 Nov 2020,Monday"
Social media firms must face sanction for anti-vaccine posts: UK's Labour Party,"UK's Labour Party has demanded that social media firms that fail to ""stamp out dangerous anti-vaccine content"" should be subject to financial and criminal penalties. It warned that the spread of disinformation presents a ""real and present danger"" to vaccination efforts. It said groups tackling extremists warn that anti-vaccination conspiracy theories provide a recruiting ground for the far right.","15 Nov 2020,Sunday"
Over 250 applications received for COVID-19 vaccine trial at AMU,"Over 250 applications have been received for COVID-19 vaccine Covaxin's trial at Jawaharlal Nehru Medical College Hospital (JNMCH) of Aligarh Muslim University. As per the principal investigator, all applications will be screened as per ICMR's protocol and procedure before inclusion in the study/trial. The resource persons from Bharat Biotech will visit AMU soon for training the staff for trials.","15 Nov 2020,Sunday"
"Phase 2, 3 trials of Russian vaccine to be held at Kanpur medical college","The Phase 2 and Phase 3 human clinical trials of Russia's Sputnik V vaccine will be conducted at Kanpur's Ganesh Shankar Vidyarthi Memorial Medical College. The effect of the vaccine on volunteers will be studied for seven months after the vaccine is administered once, twice or thrice within an interval of 21 days, college principal RB Kamal told PTI.","15 Nov 2020,Sunday"
20 varied COVID-19 vaccines in development stage in India: Health Min,"Union Health Minister Harsh Vardhan on Saturday said that about 20 different COVID-19 vaccines are in different stages of development in India, and the country is also hosting clinical trials for all major of them. ""Indian R&D entities, both public and private, are working relentlessly to develop effective interventions for combating the pandemic,"" he further said.","15 Nov 2020,Sunday"
Polio vaccine becomes first to get WHO approval for emergency use,"WHO has listed the nOPV2 vaccine for emergency use to address the rising cases of a vaccine-derived polio strain, the first approval of its kind. These can occur if a weakened strain of the poliovirus contained in the oral vaccine circulates among under-immunized populations for a long time. This paves the way for potential listing of COVID-19 vaccines, WHO said.","14 Nov 2020,Saturday"
Pfizer made effective vaccine due to Operation Warp Speed: Trump ,"US President Donald Trump has said that Pfizer announced a COVID-19 vaccine that is more than 90% effective as a result of 'Operation Warp Speed', a partnership program between drugmakers and the government. Pfizer's denial of its participation in the program is an ""unfortunate misrepresentation"", he added. ""They are a part of it...we gave them $1.95 billion,"" Trump further said.","14 Nov 2020,Saturday"
Trump threatens to deny COVID-19 vaccine to NY after Guv criticises him,"US President Donald Trump has said that New York won't be getting the coronavirus vaccine right away when it becomes available after Governor Andrew Cuomo criticised the Trump administration's handling of the pandemic. ""Cuomo will have to let us know when he’s ready for it...He doesn't trust where the vaccine is coming from,"" Trump added.","14 Nov 2020,Saturday"
Aiming to get 100 mn Oxford vaccine doses for India by December: SII,Serum Institute of India (SII) CEO Adar Poonawalla has stated that SII aims to have 100 million doses of the Oxford-AstraZeneca coronavirus vaccine candidate 'Covishield' ready by December for distribution in India. Poonawalla added that SII may get emergency authorisation from the government if final stage trial data show that the vaccine provides effective protection from the virus. ,"14 Nov 2020,Saturday"
Trump appears to acknowledge for 1st time that Biden could succeed him,"While offering an update on coronavirus vaccine progress, US President Donald Trump appeared to acknowledge for first time that Joe Biden could succeed him. ""This administration will not be going to a lockdown. Whatever happens in the future - who knows which administration it will be? I guess time will tell,"" he said.","14 Nov 2020,Saturday"
Vaccine alliance raises $2 bn to fund COVID-19 shots for poor nations,"Gavi, the Vaccine Alliance, has exceeded an interim target of raising over $2 billion to buy and distribute COVID-19 shots for low and middle-income countries. This funding will allow COVAX facility to access one billion vaccine doses for 92 eligible countries, the alliance said. Another $5 billion will be needed in 2021 to procure COVID-19 vaccine doses, it added. ","13 Nov 2020,Friday"
"N Korean, Russian hackers targeted vaccine makers in India, US: Microsoft","Microsoft has revealed that hackers backed by Russian and North Korean governments have targeted pharmaceutical companies involved in the COVID-19 vaccine development efforts. It said the attacks targeted seven companies in the US, Canada, France, India and South Korea. Most of the break-in attempts failed, but an unspecified number succeeded, it added.","14 Nov 2020,Saturday"
